;512;1024;128;16;2048;256;2;32;4096;4;64;8192;8
0;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021;0.01021
1;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063;0.02063
2;0.02252;0.02252;0.02252;0.02252;0.02252;0.02252;;0.02252;0.02252;0.02084;0.02252;0.02252;0.02084
3;0.04142;0.04142;0.04142;0.02273;0.04142;0.04142;;0.02273;0.04142;0.02105;0.02273;0.04142;0.02105
4;0.04163;0.23042;0.04163;0.02294;0.23042;0.04163;;0.02294;0.23042;;0.02294;0.23042;0.02126
5;0.04184;0.23063;0.04184;0.02315;0.23063;0.04184;;0.02315;0.23063;;0.02315;0.23063;0.02147
6;0.04205;0.23084;0.04205;0.02336;0.23084;0.04205;;0.02336;0.23084;;0.02336;0.23084;0.02168
7;0.04226;0.23105;0.04226;0.02357;0.23105;0.04226;;0.02357;0.23105;;0.02357;0.23105;0.02189
8;0.04247;0.23126;0.04247;0.02084;0.23126;0.04247;;0.02378;0.23126;;0.02378;0.23126;
9;0.04268;0.23147;0.04268;0.02105;0.23147;0.04268;;0.02399;0.23147;;0.02399;0.23147;
10;0.04289;0.23168;0.04289;0.02126;0.23168;0.04289;;0.0242;0.23168;;0.0242;0.23168;
11;0.0431;0.23189;0.0431;0.02147;0.23189;0.0431;;0.02441;0.23189;;0.02441;0.23189;
12;0.04331;0.2321;0.04331;0.02168;0.2321;0.04331;;0.02084;0.2321;;0.02084;0.2321;
13;0.02273;0.23231;0.02273;0.02189;0.23231;0.02273;;0.02462;0.23231;;0.02462;0.23231;
14;0.04352;0.04163;0.04352;0.0221;0.04163;0.04352;;0.02483;0.04163;;0.02483;0.04163;
15;0.04373;0.23252;0.04373;0.02231;0.23252;0.04373;;0.02504;0.23252;;0.02504;0.23252;
16;0.04394;0.23273;0.04394;;0.23273;0.04394;;0.02525;0.23273;;0.02525;0.23273;
