;1024;128;16;2048;256;2;32;4096;4;512;64;8192;8
0;0.18378;0.12252;0.06126;0.2042;0.14294;0.02042;0.08168;0.22462;0.02042;0.16336;0.1021;0.24504;0.04084
1;0.16357;0.10231;0.04105;0.18399;0.12273;;0.06147;0.20441;0.02063;0.14315;0.08189;0.22483;0.02042
2;0.14336;0.0821;0.06168;0.16378;0.10252;;0.0821;0.1842;;0.12294;0.10252;0.20462;0.04105
3;0.12357;0.12315;0.02063;0.14399;0.14357;;0.04105;0.16441;;0.16399;0.06147;0.18483;0.04105
4;0.18504;0.10273;0.06168;0.20546;0.12315;;0.0821;0.22588;;0.14357;0.10252;0.2463;0.02063
5;0.16462;0.12336;0.04126;0.18504;0.14378;;0.06168;0.20546;;0.1642;0.0821;0.22588;0.04126
6;0.18525;0.06168;0.06189;0.20567;0.0821;;0.08231;0.22609;;0.10252;0.10273;0.24651;
7;0.1442;0.12315;0.04084;0.16462;0.14357;;0.08189;0.18504;;0.16399;0.02042;0.20546;
8;0.18525;0.10273;0.06147;0.20567;0.12315;;0.06147;0.22609;;0.14357;0.10231;0.24651;
9;0.16483;0.12336;0.02042;0.18525;0.14378;;0.0821;0.20567;;0.1642;0.08189;0.22609;
10;0.18546;0.08231;0.06147;0.20588;0.10273;;0.06126;0.2263;;0.12315;0.10252;0.24672;
11;0.10315;0.12336;0.04105;0.12357;0.14378;;0.04105;0.14399;;0.1642;0.08168;0.16441;
12;0.18504;0.12294;0.06168;0.20546;0.14336;;0.0821;0.22588;;0.16378;0.06147;0.2463;
13;0.18441;0.10294;0.06147;0.20483;0.12336;;0.06168;0.22525;;0.14378;0.10252;0.24567;
14;0.16462;0.12357;;0.18504;0.14399;;0.08231;0.20546;;0.16441;0.0821;0.22588;
15;0.18525;0.04126;;0.20567;0.06168;;0.02063;0.22609;;0.0821;0.10273;0.24651;
16;0.1442;0.12315;;0.16462;0.14357;;0.0821;0.18504;;0.16399;0.04105;0.20546;
17;0.18525;0.10273;;0.20567;0.12315;;0.06168;0.22609;;0.14357;0.10252;0.24651;
18;0.16483;0.12336;;0.18525;0.14378;;0.08231;0.20567;;0.1642;0.0821;0.22609;
19;0.18546;0.08231;;0.20588;0.10273;;0.04126;0.2263;;0.12315;0.10273;0.24672;
20;0.12378;0.12336;;0.1442;0.14378;;0.08231;0.16462;;0.1642;0.06168;0.18504;
21;0.18525;0.10294;;0.20567;0.12336;;0.08189;0.22609;;0.14378;0.10273;0.24651;
22;0.16483;0.12357;;0.18525;0.14399;;0.06189;0.20567;;0.16441;0.10231;0.22609;
23;0.18546;0.08189;;0.20588;0.10231;;0.08252;0.2263;;0.12273;0.08231;0.24672;
24;0.16399;0.06189;;0.18441;0.08231;;0.04084;0.20483;;0.10273;0.10294;0.22525;
25;0.14441;0.12336;;0.16483;0.14378;;0.08189;0.18525;;0.1642;0.10231;0.20567;
26;0.18546;0.10294;;0.20588;0.12336;;0.06147;0.2263;;0.14378;0.08189;0.24672;
27;0.16504;0.12357;;0.18546;0.14399;;0.0821;0.20588;;0.16441;0.10252;0.2263;
28;0.18567;0.08252;;0.20609;0.10294;;0.02042;0.22651;;0.12336;0.06147;0.24693;
29;0.18462;0.12357;;0.20441;0.14399;;0.08189;0.02042;;0.16441;0.10252;0.04084;
30;0.12294;0.10315;;0.18399;0.12357;;;0.22483;;0.14399;0.0821;0.24525;
31;0.18441;0.12378;;0.20462;0.1442;;;0.20441;;0.16462;0.10273;0.22483;
32;0.16399;0.12294;;0.16357;0.14315;;;0.22504;;0.02042;0.06126;0.24546;
33;0.18462;0.10252;;0.20462;0.14336;;;0.18399;;0.16357;0.04105;0.20441;
34;0.14357;0.12315;;0.20504;0.12273;;;0.22504;;0.16378;0.10252;0.24546;
35;0.18462;0.04084;;0.1842;0.14336;;;0.22546;;0.14315;0.0821;0.24588;
36;0.1842;0.12273;;0.20483;0.10231;;;0.20462;;0.16378;0.10273;0.22504;
37;0.1642;0.10231;;0.14315;0.14336;;;0.22525;;0.12273;0.06168;0.24567;
38;0.18483;0.12294;;0.20462;0.12294;;;0.16357;;0.16378;0.10273;0.18399;
39;0.10252;0.1021;;0.1842;0.14357;;;0.22504;;0.14336;0.08231;0.24546;
40;0.18441;0.08189;;0.20483;0.08189;;;0.20462;;0.16399;0.10294;0.22504;
41;0.16399;0.12294;;0.16378;0.14336;;;0.22525;;0.10231;0.02063;0.24567;
42;0.18462;0.10252;;0.20483;0.12294;;;0.1842;;0.16378;0.10252;0.20462;
43;0.14357;0.12315;;0.18441;0.14357;;;0.22525;;0.14336;0.10231;0.24567;
44;0.18462;0.06147;;0.20504;0.12294;;;0.20483;;0.16399;0.0821;0.22525;
45;0.1642;0.12294;;0.14336;0.10252;;;0.22546;;0.14336;0.10273;0.24588;
46;0.18483;0.10252;;0.12273;0.14357;;;0.16378;;0.12294;0.06168;0.1842;
47;0.14315;0.12315;;0.20462;0.12315;;;0.14315;;0.16399;0.10273;0.16357;
48;0.12315;0.0821;;0.1842;0.14378;;;0.22504;;0.14357;0.08231;0.24546;
49;0.18462;0.12315;;0.20483;0.06147;;;0.20462;;0.1642;0.10294;0.22504;
50;0.1642;0.12273;;0.16378;0.14336;;;0.22525;;0.08189;0.04126;0.24567;
51;0.18483;0.10273;;0.20483;0.12294;;;0.1842;;0.16378;0.10273;0.20462;
52;0.14378;0.12336;;0.18441;0.14357;;;0.22525;;0.14336;0.08231;0.24567;
53;0.18483;0.02042;;0.20504;0.10252;;;0.20483;;0.16399;0.10294;0.22525;
54;0.16441;0.12273;;0.14336;0.14357;;;0.22546;;0.12294;0.08189;0.24588;
55;0.18504;0.10231;;0.20483;0.14357;;;0.16378;;0.16399;0.06189;0.1842;
56;0.04084;0.12294;;0.20483;0.12315;;;0.22525;;0.16399;0.10294;0.24567;
57;0.18399;0.08189;;0.18441;0.14378;;;0.22525;;0.14357;0.08252;0.24567;
58;0.1842;0.12294;;0.20504;0.0821;;;0.20483;;0.1642;0.10315;0.22525;
59;0.16357;0.10252;;0.16399;0.14357;;;0.22546;;0.10252;0.10252;0.24588;
60;0.1842;0.12315;;0.20504;0.12315;;;0.18441;;0.16399;0.04084;0.20483;
61;0.14315;0.08168;;0.18462;0.14378;;;0.22546;;0.14357;0.10231;0.24588;
62;0.1842;0.06147;;0.20525;0.10273;;;0.20504;;0.1642;;0.22546;
63;0.16378;0.12294;;0.10231;0.14378;;;0.22567;;0.12315;;0.24609;
64;0.18441;0.10252;;0.20462;0.12336;;;0.12273;;0.1642;;0.14315;
65;0.12273;0.12315;;0.1842;0.14399;;;0.22504;;0.14378;;0.24546;
66;0.1842;0.0821;;0.20483;0.06126;;;0.20462;;0.16441;;0.22504;
67;0.16378;0.12315;;0.18441;0.04105;;;0.22525;;0.08168;;0.24567;
68;0.18441;0.10273;;0.16378;0.14336;;;0.20483;;0.06147;;0.22525;
69;0.16378;0.12336;;0.20483;0.12294;;;0.1842;;0.16378;;0.20462;
70;0.14336;0.04105;;0.18441;0.14357;;;0.22525;;0.14336;;0.24567;
71;0.18441;0.12294;;0.20504;0.10252;;;0.20483;;0.16399;;0.22525;
72;0.16399;0.12273;;0.14336;0.14357;;;0.22546;;0.12294;;0.24588;
73;0.18462;0.10252;;0.20483;0.12315;;;0.16378;;0.16399;;0.1842;
74;0.10231;0.12315;;0.18441;0.14378;;;0.22525;;0.14357;;0.24567;
75;0.1842;0.0821;;0.20504;0.0821;;;0.20483;;0.1642;;0.22525;
76;0.16378;0.12315;;0.16399;0.14357;;;0.22546;;0.10252;;0.24588;
