;1024;128;16;2048;256;2;32;4096;4;512;64;8192;8
0;;;;;;;;;;;;;
1;0.02178;0.01452;0.00726;0.0242;0.01694;0.00242;0.00968;0.02662;0.00242;0.01936;0.0121;0.02904;0.00484
2;0.01936;0.0121;0.00484;0.02178;0.01452;;0.00726;0.0242;;0.01694;0.00968;0.02662;0.00242
3;0.02199;0.01473;0.00747;0.02441;0.01715;;0.00989;0.02683;0.00263;0.01957;0.01231;0.02925;0.00505
4;0.01694;0.00968;0.00242;0.01936;0.0121;;0.00484;0.02178;;0.01452;0.00726;0.0242;
5;0.02199;0.01473;0.00747;0.02441;0.01715;;0.00989;0.02683;;0.01957;0.01231;0.02925;0.00505
6;0.01957;0.01231;0.00505;0.02199;0.01473;;0.00747;0.02441;;0.01715;0.00989;0.02683;0.00263
7;0.0222;0.01494;0.00768;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;0.00526
8;0.01452;0.00726;;0.01694;0.00968;;0.00242;0.01936;;0.0121;0.00484;0.02178;
9;0.02199;0.01473;0.00747;0.02441;0.01715;;0.00989;0.02683;;0.01957;0.01231;0.02925;
10;0.01957;0.01231;0.00505;0.02199;0.01473;;0.00747;0.02441;;0.01715;0.00989;0.02683;
11;0.0222;0.01494;0.00768;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;
12;0.01715;0.00989;0.00263;0.01957;0.01231;;0.00505;0.02199;;0.01473;0.00747;0.02441;
13;0.0222;0.01494;0.00768;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;
14;0.01978;0.01252;0.00526;0.0222;0.01494;;0.00768;0.02462;;0.01736;0.0101;0.02704;
15;0.02241;0.01515;0.00789;0.02483;0.01757;;0.01031;0.02725;;0.01999;0.01273;0.02967;
16;0.0121;0.00484;;0.01452;0.00726;;;0.01694;;0.00968;0.00242;0.01936;
17;0.02199;0.01473;;0.02441;0.01715;;0.00989;0.02683;;0.01957;0.01231;0.02925;
18;0.01957;0.01231;;0.02199;0.01473;;0.00747;0.02441;;0.01715;0.00989;0.02683;
19;0.0222;0.01494;;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;
20;0.01715;0.00989;;0.01957;0.01231;;0.00505;0.02199;;0.01473;0.00747;0.02441;
21;0.0222;0.01494;;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;
22;0.01978;0.01252;;0.0222;0.01494;;0.00768;0.02462;;0.01736;0.0101;0.02704;
23;0.02241;0.01515;;0.02483;0.01757;;0.01031;0.02725;;0.01999;0.01273;0.02967;
24;0.01473;0.00747;;0.01715;0.00989;;0.00263;0.01957;;0.01231;0.00505;0.02199;
25;0.0222;0.01494;;0.02462;0.01736;;0.0101;0.02704;;0.01978;0.01252;0.02946;
26;0.01978;0.01252;;0.0222;0.01494;;0.00768;0.02462;;0.01736;0.0101;0.02704;
27;0.02241;0.01515;;0.02483;0.01757;;0.01031;0.02725;;0.01999;0.01273;0.02967;
28;0.01736;0.0101;;0.01978;0.01252;;0.00526;0.0222;;0.01494;0.00768;0.02462;
29;0.02241;0.01515;;0.02483;0.01757;;0.01031;0.02725;;0.01999;0.01273;0.02967;
30;0.01999;0.01273;;0.02241;0.01515;;0.00789;0.02483;;0.01757;0.01031;0.02725;
