;8;1024;128;16;2048;256;2;32;4096;4;512;64;8192
0;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121
1;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263;0.00263
2;0.00284;0.00284;0.00284;0.00284;0.00284;0.00284;;0.00284;0.00284;0.00284;0.00284;0.00284;0.00284
3;0.00305;0.00305;0.00305;0.00305;0.00305;0.00305;;0.00305;0.00305;0.00305;0.00305;0.00305;0.00305
4;0.00326;0.00326;0.00326;0.00326;0.00326;0.00326;;0.00326;0.00326;;0.00326;0.00326;0.00326
5;0.00347;0.00347;0.00347;0.00347;0.00347;0.00347;;0.00347;0.00347;;0.00347;0.00347;0.00347
6;0.00368;0.00368;0.00368;0.00368;0.00368;0.00368;;0.00368;0.00368;;0.00368;0.00368;0.00368
7;0.00389;0.00389;0.00389;0.00389;0.00389;0.00389;;0.00389;0.00389;;0.00389;0.00389;0.00389
8;;0.0041;0.0041;0.0041;0.0041;0.0041;;0.0041;0.0041;;0.0041;0.0041;0.0041
9;;0.00431;0.00431;0.00431;0.00431;0.00431;;0.00431;0.00431;;0.00431;0.00431;0.00431
10;;0.00452;0.00452;0.00452;0.00452;0.00452;;0.00452;0.00452;;0.00452;0.00452;0.00452
11;;0.00473;0.00473;0.00473;0.00473;0.00473;;0.00473;0.00473;;0.00473;0.00473;0.00473
12;;0.00494;0.00494;0.00494;0.00494;0.00494;;0.00494;0.00494;;0.00494;0.00494;0.00494
13;;0.00515;0.00515;0.00515;0.00515;0.00515;;0.00515;0.00515;;0.00515;0.00515;0.00515
14;;0.00536;0.00536;0.00536;0.00536;0.00536;;0.00536;0.00536;;0.00536;0.00536;0.00536
15;;0.00557;0.00557;0.00557;0.00557;0.00557;;0.00557;0.00557;;0.00557;0.00557;0.00557
16;;0.00578;0.00578;;0.00578;0.00578;;0.00578;0.00578;;0.00578;0.00578;0.00578
17;;0.00599;0.00599;;0.00599;0.00599;;0.00599;0.00599;;0.00599;0.00599;0.00599
18;;0.0062;0.0062;;0.0062;0.0062;;0.0062;0.0062;;0.0062;0.0062;0.0062
19;;0.00641;0.00641;;0.00641;0.00641;;0.00641;0.00641;;0.00641;0.00641;0.00641
20;;0.00662;0.00662;;0.00662;0.00662;;0.00662;0.00662;;0.00662;0.00662;0.00662
21;;0.00683;0.00683;;0.00683;0.00683;;0.00683;0.00683;;0.00683;0.00683;0.00683
22;;0.00704;0.00704;;0.00704;0.00704;;0.00704;0.00704;;0.00704;0.00704;0.00704
23;;0.00725;0.00725;;0.00725;0.00725;;0.00725;0.00725;;0.00725;0.00725;0.00725
24;;0.00746;0.00746;;0.00746;0.00746;;0.00746;0.00746;;0.00746;0.00746;0.00746
25;;0.00767;0.00767;;0.00767;0.00767;;0.00767;0.00767;;0.00767;0.00767;0.00767
26;;0.00788;0.00788;;0.00788;0.00788;;0.00788;0.00788;;0.00788;0.00788;0.00788
27;;0.00809;0.00809;;0.00809;0.00809;;0.00809;0.00809;;0.00809;0.00809;0.00809
28;;0.0083;0.0083;;0.0083;0.0083;;0.0083;0.0083;;0.0083;0.0083;0.0083
29;;0.00851;0.00851;;0.00851;0.00851;;0.00851;0.00851;;0.00851;0.00851;0.00851
